wavelength	P1	P2	P3	P4	P5	P6	P7	P8	P9
1488	0.030930505	0.045676943	0.035459534	0.034045156	0.026970708	0.023899063	0.032626391	0.031505815	0.027744213
1489	0.031190528	0.046117057	0.035730228	0.034366844	0.027188237	0.024100577	0.032956357	0.031825996	0.028025107
1490	0.031461185	0.046552615	0.035996788	0.034696365	0.02741027	0.024303803	0.033285584	0.032141956	0.028315853
1491	0.031746426	0.046997828	0.036262491	0.035024387	0.027630922	0.024499295	0.033608363	0.032467937	0.028592939
1492	0.032031448	0.047445408	0.036534778	0.035357866	0.027854586	0.024692701	0.033930356	0.032799725	0.028859315
1493	0.032309188	0.047886447	0.036808508	0.03569926	0.02809419	0.024886949	0.034255975	0.033130201	0.029123613
1494	0.032582643	0.048320236	0.037080474	0.036044826	0.028346097	0.025085865	0.034584993	0.033466142	0.029389028
1495	0.032859139	0.048747443	0.037362123	0.036396457	0.028605315	0.025296288	0.03492735	0.033799631	0.029666911
1496	0.033142883	0.049185881	0.037653252	0.03675088	0.028864783	0.025509649	0.035280425	0.034132844	0.02996084
1497	0.03342995	0.049643343	0.037947611	0.037107835	0.029119064	0.025729518	0.035630526	0.034481374	0.030256425
1498	0.033723085	0.050114533	0.038248135	0.037467349	0.029370035	0.025958201	0.03598286	0.034839031	0.030551723
1499	0.034017942	0.050604795	0.03854669	0.037830342	0.029616755	0.026182912	0.0363428	0.035195489	0.030856806
1500	0.034308477	0.051105955	0.038841354	0.038201639	0.029864057	0.026407983	0.036709414	0.035551081	0.031169791
1501	0.034607582	0.051609479	0.039141928	0.038580214	0.030118902	0.026638084	0.037083582	0.035906169	0.031490668
1502	0.03492064	0.052119367	0.03945107	0.038966326	0.030378445	0.026870601	0.037466432	0.036261858	0.031816949
1503	0.035235037	0.052635431	0.039761973	0.039355811	0.030642301	0.027104447	0.037849672	0.036630887	0.032138147
1504	0.035546923	0.053148531	0.040074271	0.039751007	0.030915699	0.027342361	0.038226991	0.037010888	0.032456644
1505	0.035860101	0.053666094	0.040382518	0.040147013	0.031199134	0.027577945	0.038602261	0.037401199	0.032776323
1506	0.036174941	0.05419051	0.040685573	0.040537311	0.031490093	0.027809532	0.038976821	0.037803601	0.033098121
1507	0.036497371	0.054721247	0.040999454	0.040942388	0.031785621	0.028047952	0.039365102	0.038210127	0.033433331
1508	0.036822216	0.055257593	0.041318148	0.041358076	0.032081076	0.028293081	0.039763228	0.038616013	0.033777734
1509	0.037146862	0.055803492	0.041640695	0.041776455	0.032383134	0.028548242	0.040167052	0.039028974	0.034122049
1510	0.037474736	0.056354363	0.041969759	0.042198436	0.032686789	0.028806145	0.040581285	0.039443649	0.034465402
1511	0.037801229	0.056912107	0.042303718	0.042622528	0.032995619	0.029066632	0.041001217	0.039858707	0.03480643
1512	0.038129749	0.057475945	0.042647003	0.043049805	0.03331065	0.029331149	0.041424763	0.040274458	0.035156289
1513	0.038463842	0.058041441	0.04299931	0.04347663	0.033625031	0.029592139	0.041854009	0.040685265	0.035514355
1514	0.038804044	0.058608773	0.043355594	0.043907951	0.033935896	0.029853838	0.0422849	0.041093492	0.035875826
1515	0.039150414	0.05918295	0.043712677	0.04434677	0.034251369	0.030121853	0.042709536	0.041512184	0.036243346
1516	0.03949926	0.059765234	0.044073587	0.044785822	0.034575595	0.030395174	0.043132442	0.041939223	0.036612083
1517	0.039850988	0.060363044	0.044434467	0.045223202	0.034902061	0.030666024	0.043562839	0.04237334	0.036981086
1518	0.040213203	0.06096834	0.04479264	0.045665616	0.035232602	0.030937276	0.043999206	0.04281398	0.037357676
1519	0.040586175	0.061574026	0.045155849	0.046120415	0.035569822	0.031215739	0.044447643	0.043257424	0.037743061
1520	0.040958682	0.062174558	0.045517858	0.046581839	0.035900787	0.031495655	0.044902043	0.04369867	0.03812716
1521	0.041337275	0.062779276	0.045884583	0.047053335	0.036231858	0.031785612	0.045360451	0.044148185	0.038510655
1522	0.041712628	0.063381438	0.046254965	0.04752518	0.036561423	0.032078031	0.045814289	0.044598607	0.038886425
1523	0.0420779	0.063988356	0.046630476	0.047999464	0.036891795	0.032369902	0.046267962	0.045048216	0.039255523
1524	0.042443049	0.064597396	0.047003101	0.048473263	0.037220027	0.032655887	0.046722116	0.045495503	0.039633063
1525	0.042812508	0.0652028	0.04736848	0.048943122	0.037547725	0.032937415	0.047173887	0.045939763	0.04001632
1526	0.043184627	0.065806532	0.047730808	0.049414527	0.037870743	0.033222427	0.047625445	0.046385917	0.04040138
1527	0.043559328	0.06641317	0.048096739	0.049885168	0.03819456	0.033509807	0.04807847	0.046836276	0.040790553
1528	0.04393114	0.067027237	0.048466553	0.05034894	0.038530353	0.033796083	0.048533863	0.047283277	0.041174426
1529	0.044299978	0.067647846	0.048837085	0.050811004	0.038877018	0.034083364	0.048993067	0.047728539	0.041556946
1530	0.044671811	0.068271403	0.049207717	0.051277317	0.039231831	0.034371814	0.049456814	0.048182192	0.041948685
1531	0.045046826	0.068903073	0.049581501	0.051745225	0.039592109	0.034659124	0.049929558	0.048642896	0.042344643
1532	0.04542346	0.069540968	0.049958773	0.052215348	0.039952456	0.034950354	0.050410917	0.049107558	0.042741996
1533	0.045802153	0.070181434	0.050344896	0.052694119	0.040314953	0.035249943	0.050893312	0.049581845	0.043140847
1534	0.046174592	0.070820212	0.050740925	0.053174663	0.040679388	0.035549556	0.051370561	0.050052156	0.043535518
1535	0.046547959	0.071461915	0.051141814	0.053659807	0.041047107	0.035852145	0.051850632	0.050513867	0.043933409
1536	0.04693668	0.072111211	0.051543324	0.054154863	0.041415268	0.036162187	0.052333961	0.050981661	0.044340501
1537	0.047329892	0.072758458	0.051937988	0.054646702	0.041773471	0.03647131	0.0528138	0.051450505	0.044746275
1538	0.047721248	0.073396826	0.052323845	0.055131813	0.042121868	0.036775369	0.053292104	0.051915401	0.045145841
1539	0.048113218	0.074024914	0.052703604	0.055614582	0.042468492	0.037073062	0.05376427	0.052378493	0.045540351
1540	0.048501121	0.074649078	0.053080902	0.056096943	0.042819917	0.037367512	0.054230183	0.052836235	0.04593185
1541	0.048881327	0.075267018	0.053453887	0.0565783	0.043172224	0.037661165	0.054692691	0.053288458	0.04632291
1542	0.049257356	0.075887434	0.05382198	0.057062136	0.043522944	0.037955155	0.055158238	0.053743923	0.046714332
1543	0.049632663	0.076523619	0.054189348	0.057542474	0.043872506	0.038249561	0.055630053	0.054201003	0.047107885
1544	0.050006671	0.077162905	0.054560728	0.058015555	0.044224048	0.038544811	0.05610283	0.054658849	0.047505641
1545	0.050376932	0.077790072	0.054937862	0.058493499	0.044579542	0.038842749	0.056577687	0.055121444	0.04790028
1546	0.050748202	0.078413733	0.055320211	0.05897579	0.0449383	0.039142074	0.057056793	0.055581217	0.048294941
1547	0.051125836	0.079046336	0.055707214	0.059457028	0.045301063	0.039441401	0.057536162	0.056040867	0.048697383
1548	0.051507146	0.079687389	0.056098516	0.059944206	0.04566083	0.039747255	0.058022426	0.056514104	0.049101043
1549	0.051881166	0.080319599	0.056480882	0.060425448	0.046007794	0.040051544	0.058507092	0.056985693	0.049494525
1550	0.05225545	0.080941325	0.056859694	0.060900821	0.04635479	0.040346328	0.058984149	0.057452767	0.049886196
1551	0.052628079	0.081547592	0.057241352	0.061371487	0.046704771	0.040638859	0.059455862	0.057920143	0.050277027
1552	0.052995315	0.082145147	0.057620279	0.061839446	0.04705444	0.040936374	0.059924916	0.058379776	0.050664142
1553	0.05336079	0.082742866	0.057991747	0.062309145	0.047403753	0.041231978	0.060389386	0.058824263	0.051050295
1554	0.053725039	0.083355248	0.058364713	0.062778035	0.047749978	0.041526932	0.06085206	0.059265871	0.051438483
1555	0.054090141	0.083988363	0.058743371	0.063244677	0.048092947	0.041824224	0.061312608	0.059708999	0.051826771
1556	0.054456733	0.084612435	0.059123526	0.063713377	0.04844254	0.042118257	0.061769011	0.06014653	0.052212743
1557	0.054818818	0.085213708	0.059498965	0.064182638	0.048795776	0.042405563	0.062224311	0.060580503	0.052593077
1558	0.055182321	0.085819415	0.059865461	0.064648943	0.049146251	0.042689788	0.062680114	0.061014075	0.052974171
1559	0.055551542	0.086428804	0.060227636	0.065114542	0.049498703	0.04297527	0.063138654	0.061447894	0.053361599
1560	0.055917063	0.087028943	0.060589986	0.06558174	0.049843352	0.043264786	0.063601128	0.061884792	0.053744563
1561	0.056279212	0.087637134	0.060952754	0.066045566	0.050176817	0.043553204	0.064059459	0.062323135	0.054122225
1562	0.056638581	0.088249053	0.061320467	0.0665002	0.050518912	0.043837714	0.06451279	0.062761483	0.054501239
1563	0.056990609	0.088846379	0.061693659	0.066949461	0.050869555	0.044129041	0.06496884	0.063205132	0.054878085
1564	0.057340743	0.089439158	0.062061448	0.067403211	0.05121636	0.044422696	0.065426396	0.063649451	0.055255392
1565	0.057690684	0.0900358	0.062420618	0.067863141	0.05156206	0.044708593	0.065882842	0.064087846	0.055637213
1566	0.058038201	0.09064013	0.062783139	0.068324868	0.051902598	0.04499308	0.066339025	0.064528745	0.056015895
1567	0.058388484	0.091250734	0.063153373	0.068791129	0.052238638	0.045279014	0.06679248	0.064972161	0.056387897
1568	0.05874508	0.091850578	0.063524119	0.069256493	0.052584427	0.04556394	0.067244624	0.065411788	0.056759295
1569	0.059106285	0.092446781	0.063892437	0.069710994	0.052934856	0.04585057	0.067695917	0.065851102	0.057129148
1570	0.059473138	0.093048117	0.064256403	0.070167316	0.053282073	0.046143184	0.068149309	0.066289271	0.057498902
1571	0.059841159	0.093638547	0.064617822	0.070633942	0.053628264	0.046437336	0.068610585	0.066721921	0.057873898
1572	0.060200508	0.09422885	0.06498314	0.071103448	0.05396075	0.046728387	0.069068625	0.067150832	0.058246765
1573	0.06055274	0.094837105	0.065350497	0.071571452	0.054282454	0.047018824	0.069521706	0.067581513	0.058614147
1574	0.060901591	0.095445373	0.065720665	0.07203113	0.054618323	0.047308041	0.069981135	0.068016875	0.058981056
1575	0.061247657	0.09603919	0.066095077	0.072484353	0.054961885	0.047595294	0.070440392	0.068451256	0.059351905
1576	0.06158893	0.096628447	0.066461049	0.072942566	0.055303827	0.047878601	0.070893269	0.068878027	0.059729145
1577	0.06192478	0.097215688	0.06681266	0.073404598	0.055652362	0.048155655	0.071345347	0.069302386	0.060105521
1578	0.062262025	0.097801056	0.067162044	0.073862053	0.055994286	0.048431432	0.071794059	0.069731142	0.060474259
1579	0.062603917	0.098393975	0.067513196	0.074315183	0.056328313	0.04871033	0.072234285	0.070161375	0.060839184
1580	0.06295146	0.098993373	0.067861608	0.074757594	0.056669565	0.048990363	0.072674067	0.070590273	0.061200856
1581	0.063303713	0.099589173	0.068209502	0.075184604	0.057011409	0.049267142	0.073116125	0.071015622	0.06155608
1582	0.063654415	0.100170925	0.068553888	0.075615659	0.057349832	0.049541781	0.073554165	0.071434034	0.061911451
1583	0.063998828	0.100740804	0.068895028	0.076057025	0.057688487	0.049819388	0.073992837	0.071846635	0.062266981
1584	0.064338016	0.101312658	0.069239756	0.076496557	0.058019835	0.05009819	0.074433019	0.072256246	0.062612315
1585	0.064672239	0.101885837	0.069582311	0.076929282	0.058342906	0.050373095	0.074867316	0.072662451	0.062950605
1586	0.065000336	0.102447011	0.069922198	0.077351218	0.058666123	0.050641742	0.075300307	0.073059906	0.063289022
1587	0.06531886	0.102993126	0.070261243	0.07776848	0.058983803	0.050906225	0.075723558	0.073438872	0.06363258
1588	0.065632498	0.103530775	0.070593939	0.078187387	0.059301759	0.051168947	0.07613513	0.073811281	0.063976056
1589	0.065945419	0.104057112	0.070914458	0.078601095	0.059617269	0.051426952	0.076540244	0.074185504	0.064314608
1590	0.066262368	0.10457509	0.071233098	0.079007226	0.059923421	0.051683294	0.076937597	0.074559577	0.06465287
1591	0.066582938	0.105099838	0.071556135	0.079412363	0.06022956	0.051939731	0.077326637	0.0749327	0.064993561
1592	0.066898829	0.105623154	0.071877723	0.079810165	0.060532656	0.052190763	0.077719115	0.075307611	0.065327962
1593	0.067209813	0.106131325	0.072194212	0.080196649	0.060826909	0.052435224	0.078116875	0.075685162	0.065656618
1594	0.067515654	0.106635982	0.072506338	0.080586465	0.061127711	0.052683621	0.078510294	0.076063164	0.065983832
1595	0.067813146	0.107145838	0.07282123	0.080984025	0.061438873	0.052941771	0.078906723	0.076442452	0.066302739
1596	0.068107287	0.107659373	0.073132603	0.081379864	0.06174671	0.053198611	0.079309022	0.076823809	0.066620538
1597	0.068398854	0.108173521	0.073428917	0.081772998	0.062046885	0.053448852	0.079702935	0.077200002	0.066947123
1598	0.068684633	0.108676735	0.073727833	0.082168271	0.062338141	0.053694558	0.080095008	0.077568231	0.06727325
1599	0.068966825	0.109168753	0.074038146	0.082565621	0.062619091	0.053936448	0.080489523	0.077933402	0.067596595
1600	0.069250834	0.109656142	0.074347338	0.082962359	0.062906009	0.054178683	0.080881321	0.07829619	0.067911663
1601	0.069534267	0.110137434	0.074652187	0.083359127	0.063198171	0.054420927	0.081266263	0.078648694	0.068219494
1602	0.069825131	0.110621768	0.074959664	0.083757044	0.063494791	0.054663455	0.081649893	0.07900292	0.068527437
1603	0.070121997	0.111115984	0.075264485	0.084154318	0.063796659	0.054907311	0.082035236	0.079363457	0.06883221
1604	0.070414136	0.111605274	0.075567277	0.084546259	0.064089905	0.055151598	0.082420685	0.079725019	0.06913116
1605	0.070706687	0.112086054	0.075875148	0.084934267	0.064375565	0.055395968	0.082802263	0.080088318	0.069430985
1606	0.070996459	0.112575001	0.076186824	0.08531917	0.064666239	0.055643924	0.083183339	0.080447557	0.069730994
1607	0.071277979	0.113070409	0.076497955	0.085698256	0.06495739	0.0558955	0.083567545	0.08080045	0.070030653
1608	0.071561585	0.113567357	0.076798179	0.086074587	0.065242168	0.056139015	0.083950781	0.081155364	0.070336615
1609	0.071849088	0.114067862	0.077089118	0.086448307	0.065522339	0.056371094	0.084331692	0.081509638	0.070644859
1610	0.072130407	0.114554565	0.077386657	0.086820695	0.065793915	0.056602138	0.084709213	0.081859406	0.070949864
1611	0.072403252	0.115025755	0.077685656	0.087193596	0.066060296	0.056835054	0.085079654	0.082207471	0.071251834
1612	0.072672421	0.115494616	0.077973311	0.08756038	0.066332856	0.057069265	0.085446667	0.082543706	0.071552583
1613	0.072941185	0.11595866	0.07825466	0.087918302	0.066606004	0.057305231	0.085813164	0.082869746	0.071854497
1614	0.073214389	0.116425675	0.078528639	0.088268554	0.066877087	0.057536532	0.086177554	0.0831983	0.072153149
1615	0.073490703	0.116897231	0.078792723	0.088611014	0.067148715	0.057759691	0.086539482	0.083522978	0.072446061
1616	0.073760578	0.117355895	0.079063187	0.088949928	0.067412764	0.057982447	0.086889328	0.083844994	0.07273476
1617	0.074020547	0.117803164	0.079341086	0.089286519	0.067669138	0.05820631	0.087223574	0.084168432	0.073015482
1618	0.074270793	0.118250026	0.079612058	0.089616056	0.067921713	0.058425439	0.087558976	0.084483779	0.073287013
1619	0.074520587	0.118702627	0.079880739	0.089948118	0.068175882	0.058643638	0.087904518	0.084800069	0.07355856
1620	0.074765448	0.119141112	0.080140941	0.090275562	0.068418401	0.058846617	0.08823828	0.085108217	0.073813589
1621	0.075003902	0.119565221	0.080394607	0.090595769	0.068648455	0.059036888	0.088562817	0.085402702	0.074054809
1622	0.075230056	0.119974714	0.080638318	0.090911637	0.068874181	0.059226818	0.088870849	0.085687244	0.074290146
1623	0.075448318	0.120375502	0.080874875	0.091225771	0.069099147	0.059415728	0.089162588	0.085966789	0.074519156
1624	0.075664969	0.120770589	0.081100401	0.091525297	0.069323762	0.05960073	0.089453946	0.086237134	0.074753189
1625	0.075878879	0.121160744	0.081311299	0.091812149	0.069549313	0.059782226	0.089745001	0.086499733	0.074993831
1626	0.076094535	0.121538495	0.081515365	0.092087673	0.069773283	0.059956734	0.0900265	0.086755783	0.075230319
1627	0.076312652	0.12189716	0.081718655	0.092350138	0.069994257	0.060129038	0.09030081	0.087007256	0.07546447
1628	0.076522329	0.122245163	0.081927257	0.092618139	0.070210937	0.060308648	0.09057048	0.087262155	0.075694646
1629	0.076728056	0.12259137	0.082140921	0.092895328	0.070424757	0.060492725	0.0908383	0.087518611	0.075920633
1630	0.076937884	0.122934301	0.082356946	0.09317046	0.070638019	0.060672939	0.091120741	0.087774658	0.076150022
1631	0.07714846	0.123277702	0.082581297	0.093449193	0.070850367	0.060850582	0.091419476	0.088035818	0.076383607
1632	0.077351362	0.123607782	0.082804295	0.09372159	0.071049068	0.061022297	0.091703453	0.088284493	0.076604224
1633	0.077555407	0.123934075	0.083023819	0.09398876	0.071244476	0.061193201	0.091978355	0.088525258	0.076818715
1634	0.077755434	0.124267826	0.083239821	0.094259061	0.071441082	0.061357766	0.09224421	0.088764767	0.077026115
1635	0.077950529	0.124610515	0.083457493	0.094537096	0.071635389	0.061517918	0.092499068	0.089002907	0.077226927
1636	0.078140958	0.124951636	0.083663156	0.094807763	0.071830974	0.061672682	0.092756625	0.089237277	0.077432127
1637	0.078328231	0.125287813	0.083856387	0.095065177	0.072027798	0.061816859	0.093018528	0.08946868	0.077641227
1638	0.078516203	0.125609951	0.084046837	0.095312043	0.072221152	0.061965711	0.093269367	0.089697523	0.077844733
1639	0.078700796	0.125921995	0.084231189	0.095555316	0.072413977	0.062126958	0.093512677	0.089924179	0.078043692
1640	0.078881759	0.126236712	0.084409417	0.095795793	0.072604862	0.062284663	0.093749906	0.090145251	0.078242755
1641	0.079069626	0.126559749	0.084590545	0.096031157	0.072796137	0.062439082	0.093981787	0.090366275	0.078446277
1642	0.079244467	0.126861133	0.084765569	0.096251174	0.072978076	0.062585168	0.094207652	0.090574998	0.078644977
1643	0.079405946	0.127147113	0.084935866	0.096463949	0.073151451	0.062724311	0.094429336	0.0907721	0.078841979
1644	0.079561372	0.1274281	0.085096947	0.096670861	0.073316209	0.062864099	0.094638242	0.090959561	0.079030459
1645	0.079708716	0.127697847	0.085253327	0.096875868	0.073474785	0.063003872	0.094842659	0.091140789	0.079206924
1646	0.079848916	0.12796661	0.085407492	0.097073631	0.073622563	0.063130812	0.09503746	0.091313377	0.079369757
1647	0.079987015	0.128243326	0.085551519	0.097258686	0.073759045	0.063247012	0.095218421	0.091476811	0.079523116
1648	0.080118483	0.128504807	0.085693851	0.097434292	0.07389194	0.063357786	0.09540352	0.091637986	0.079667651
1649	0.080243644	0.128747765	0.085843685	0.097602795	0.074021383	0.063464809	0.095590583	0.091798247	0.079798085
1650	0.080366989	0.128980647	0.085989403	0.097772683	0.07415322	0.063575889	0.095768746	0.091957517	0.079925434
1651	0.080486935	0.129200176	0.086128907	0.097947033	0.074290894	0.063687256	0.095945753	0.092117247	0.080059665
1652	0.080616364	0.12941318	0.086263476	0.098108087	0.074427939	0.063787949	0.096109955	0.092275142	0.080196469
1653	0.08075837	0.129625328	0.08639196	0.098259269	0.074565808	0.063883109	0.096258807	0.092431294	0.08033465
1654	0.080885208	0.129812835	0.086506378	0.098408247	0.074688954	0.063978477	0.096401271	0.092570506	0.080462677
1655	0.08100529	0.129991003	0.086614641	0.098558568	0.074798351	0.064078898	0.096545251	0.092701843	0.080582748
1656	0.0811167	0.130162475	0.086715583	0.098706116	0.074903079	0.064174351	0.096690417	0.092827444	0.080698068
1657	0.081215009	0.130321371	0.086808722	0.09885189	0.075005584	0.064263677	0.096838307	0.09294272	0.080813533
1658	0.081306475	0.130482095	0.086894597	0.098975941	0.07509905	0.064341792	0.096964989	0.093051397	0.080919072
1659	0.081390233	0.130644988	0.08697967	0.099080944	0.075186793	0.064408519	0.097070379	0.093159219	0.081012002
1660	0.081473068	0.130798589	0.087078595	0.099191964	0.075275652	0.064477317	0.097185187	0.093267565	0.081105474
1661	0.081545185	0.130927899	0.087170456	0.099289524	0.075350105	0.064536817	0.097290643	0.093358866	0.08118734
1662	0.081608268	0.131037165	0.087243637	0.099380845	0.075420344	0.064587198	0.097387367	0.09343256	0.081272619
1663	0.081666555	0.1311209	0.08730023	0.099469568	0.075487665	0.064633552	0.097481019	0.09348832	0.081361631
1664	0.081722259	0.131198204	0.087346758	0.099539204	0.075546873	0.064674233	0.09755323	0.093537467	0.081429639
1665	0.081768251	0.131275736	0.087385959	0.099595308	0.075598816	0.064710934	0.097602894	0.093582316	0.08147744
1666	0.081802208	0.131336308	0.087416635	0.099649528	0.075633432	0.064750356	0.097650572	0.093619214	0.081507483
1667	0.081830566	0.131378974	0.087440593	0.099693328	0.075654317	0.064784003	0.097697958	0.093653375	0.081519225
1668	0.081849023	0.131407356	0.087462846	0.099734953	0.075677814	0.064812307	0.097735961	0.093678012	0.081534316
1669	0.081857428	0.131421054	0.087483046	0.099782451	0.075699693	0.06484572	0.097762481	0.093691637	0.08155361
1670	0.081864447	0.131437474	0.087504108	0.099824365	0.075720214	0.064872689	0.097775869	0.09371071	0.081565294
1671	0.08187446	0.131461936	0.087528037	0.099861004	0.075745711	0.064890623	0.097783	0.093732166	0.081579272
1672	0.081892275	0.131477488	0.087547694	0.099897801	0.075766042	0.064905523	0.097801652	0.093747873	0.081596144
1673	0.081901641	0.131462441	0.087546587	0.09991725	0.075766975	0.064905608	0.097816507	0.093749179	0.081594807
1674	0.081909107	0.131435224	0.087538096	0.099925682	0.075765182	0.064905631	0.097825558	0.093736844	0.081593901
1675	0.081914682	0.131396941	0.08752902	0.099920133	0.075759716	0.064905536	0.09782524	0.093710381	0.081592465
1676	0.081907818	0.131350671	0.087514044	0.099899212	0.07574604	0.064895976	0.097812932	0.093686277	0.081576682
1677	0.081891207	0.131295183	0.087485771	0.099866431	0.075723689	0.064879921	0.097789787	0.093661065	0.081554268
1678	0.081867444	0.131220219	0.087451827	0.099819766	0.075687416	0.064859177	0.097763956	0.093628642	0.081520906
1679	0.081832422	0.131128864	0.087416574	0.099764218	0.075641282	0.064834519	0.097735291	0.093591911	0.081473391
1680	0.081791501	0.131034272	0.087381997	0.099708168	0.075589888	0.064815965	0.097687299	0.093538101	0.08143441
1681	0.081754639	0.130951523	0.087355014	0.099652832	0.075538004	0.064804324	0.097630365	0.093474479	0.081408303
1682	0.08170764	0.130859063	0.087309716	0.099589292	0.075480406	0.064771245	0.097558134	0.093399589	0.081374823
1683	0.08165195	0.130751625	0.087247224	0.0995236	0.075417832	0.064720019	0.097468683	0.093314562	0.081337566
1684	0.081586384	0.130624137	0.087173114	0.099450277	0.075346688	0.064661245	0.097372347	0.093222924	0.081272246
1685	0.081510979	0.13048523	0.08708842	0.099370985	0.075273041	0.064597508	0.09727259	0.093127811	0.081179473
1686	0.081432663	0.130352075	0.087000082	0.099275432	0.075199733	0.064530496	0.097161508	0.093023413	0.081084291
1687	0.081353687	0.130219854	0.086907056	0.099165708	0.07512461	0.064460685	0.097045344	0.092911874	0.080985777
1688	0.081264864	0.13007104	0.086802445	0.099046734	0.075047117	0.064385868	0.096930444	0.092798454	0.08088674
1689	0.081167213	0.129916586	0.086695659	0.098915747	0.074967503	0.064306344	0.096813904	0.09268269	0.08079239
1690	0.081066029	0.129748079	0.086594079	0.098784345	0.074888731	0.064234504	0.096703361	0.092566349	0.080687294
1691	0.080964688	0.129557268	0.086493517	0.098657874	0.074811304	0.064172028	0.096599661	0.092449421	0.080575166
1692	0.080875923	0.129373856	0.086400735	0.098527811	0.074730692	0.064108574	0.096483787	0.092324717	0.080477013
1693	0.080799828	0.129203744	0.086313531	0.098401947	0.074649897	0.064044499	0.096359676	0.092199007	0.080390178
1694	0.080712543	0.129013863	0.086210839	0.098278464	0.074554229	0.06396141	0.096214916	0.092060613	0.080296556
1695	0.080620981	0.128821341	0.086110547	0.098156591	0.074446846	0.06386595	0.096054672	0.091912566	0.080200987
1696	0.080524239	0.128631706	0.086000131	0.098040548	0.074334793	0.063768374	0.095895577	0.091769033	0.080091292
1697	0.080422006	0.128442937	0.085871533	0.097933091	0.07421925	0.063663765	0.095742655	0.091632735	0.079974089
1698	0.080320102	0.128257174	0.085747538	0.097810224	0.074101662	0.063555823	0.095586359	0.091488264	0.079860516
1699	0.080209306	0.128070356	0.085618105	0.097677085	0.07397548	0.063453626	0.095432084	0.0913413	0.079747503
1700	0.080082703	0.127868086	0.085497218	0.097527804	0.073842715	0.063354727	0.095279991	0.091187581	0.079630438
1701	0.07995156	0.127649177	0.085380199	0.097359268	0.073709048	0.063252575	0.095126765	0.091024189	0.07950632
1702	0.079822131	0.127406841	0.085250526	0.097188562	0.0735752	0.063149448	0.094973932	0.090859352	0.079370657
1703	0.079696201	0.127156791	0.085118003	0.097009989	0.073442417	0.063045349	0.094818329	0.090692771	0.079228956
1704	0.079576944	0.126915135	0.084981634	0.096822783	0.073314335	0.062933197	0.094651065	0.090518199	0.07909118
1705	0.079453774	0.126677127	0.084836562	0.096637229	0.073186042	0.062813305	0.094474334	0.090340541	0.078956072
1706	0.079314922	0.126444917	0.084690056	0.096451594	0.073047647	0.062689056	0.094289518	0.090156564	0.078817724
1707	0.079166811	0.12620994	0.084540102	0.096258507	0.072909953	0.062563015	0.094096538	0.089964399	0.078671901
1708	0.079019071	0.125973646	0.084374487	0.096061949	0.07277659	0.062436152	0.0938998	0.089776825	0.07851978
1709	0.078873572	0.125739746	0.08420383	0.095864323	0.072639729	0.062311539	0.093702522	0.089590605	0.078365139
1710	0.07872783	0.125494097	0.084046128	0.095652886	0.072506406	0.062189911	0.093507651	0.08939923	0.078212055
1711	0.078573196	0.125240913	0.083889246	0.095435167	0.072366047	0.062064243	0.093318096	0.089215143	0.078061382
1712	0.078412401	0.124980323	0.083747232	0.095215627	0.072216821	0.061933682	0.093126185	0.089032909	0.077902138
1713	0.078255955	0.12470908	0.083608152	0.094996223	0.072067226	0.061795446	0.092927599	0.088849838	0.077732958
1714	0.07810825	0.124437626	0.083458687	0.094787167	0.071914043	0.061648061	0.092718339	0.088670979	0.077558741
1715	0.077970303	0.124180989	0.083306613	0.094592788	0.071765646	0.061504988	0.092505432	0.088494917	0.077389662
1716	0.077818366	0.123900515	0.083133302	0.094392255	0.071611995	0.061354057	0.092278503	0.088300735	0.077221625
1717	0.077645518	0.123596734	0.082947347	0.094183685	0.071440882	0.061195392	0.092043966	0.088095748	0.077048344
1718	0.077456522	0.123277176	0.082756097	0.093956339	0.071254377	0.061049716	0.091806942	0.087873334	0.076861447
1719	0.077266202	0.122939034	0.082559052	0.093704996	0.071069401	0.060914767	0.091557567	0.087634176	0.076665018
1720	0.077078328	0.122604102	0.082358863	0.09343991	0.070886581	0.060781563	0.091292979	0.087378262	0.076462072
1721	0.07688814	0.122269421	0.082153271	0.093170717	0.070692381	0.060642083	0.091030684	0.087124958	0.076262261
1722	0.076687841	0.121925307	0.081947067	0.09289761	0.070494507	0.060482084	0.090771983	0.086885181	0.076072726
1723	0.076485607	0.121598301	0.081737176	0.092623336	0.070288351	0.060311197	0.090515721	0.086650947	0.0758783
1724	0.076288997	0.121299177	0.08151988	0.092359459	0.070067567	0.060139335	0.090269088	0.086423433	0.075669418
1725	0.076104665	0.121002593	0.08130042	0.092104311	0.069857507	0.059969562	0.090027676	0.086197271	0.07545876
1726	0.075932771	0.120707951	0.08107274	0.091857651	0.069665636	0.059802943	0.089782463	0.085964543	0.075251308
1727	0.075763132	0.120417878	0.080857271	0.091621959	0.069476601	0.059642264	0.089545155	0.085731704	0.075046757
1728	0.075581151	0.120092205	0.08065728	0.091375036	0.069275881	0.059478252	0.089310905	0.085489491	0.074837369
1729	0.075392287	0.119754876	0.080469671	0.091120042	0.06907661	0.05931329	0.089082732	0.085244262	0.07462579
1730	0.075199926	0.119425987	0.080293746	0.090855912	0.068882108	0.059155855	0.088853621	0.08499046	0.074407339
1731	0.074998074	0.119080083	0.080110492	0.090591202	0.068692101	0.058998604	0.088611662	0.084732755	0.074198981
1732	0.074776221	0.118711003	0.079907258	0.090329952	0.068506664	0.058832055	0.088355965	0.084472305	0.074006402
